text_raw,label,text_cleaned
Thế tóm lại là Vaccine vẫn còn đang thử nghiệm hay đã được chấp thuận rồi?,0,tóm vaccine thử_nghiệm chấp_thuận ?
Cạn lời với loại yêu râu xanh này. Quả báo hiện tiền.,1,cạn_lời yêu râu xanh quả_báo hiện tiền
Xếp hàng trật tự như trong phim vậy. Còn theo thứ tự từ to đến bé và chờ đến lúc đổi nhà chỉ cần di chuyển ngay lên vị trí con cua phía trước là xong.,0,xếp_hàng trật_tự phim_vậy thứ_tự to bé chờ đổi di_chuyển vị_trí cua xong
"nên giảm đóng BHXH,VAT để cứu DN lỗ nặng. còn thuế thu nhập là doanh nghiệp đã có lợi nhuận rồi.",0,đóng bhxh vat cứu dn lỗ thuế thu_nhập doanh_nghiệp lợi_nhuận
Mừng rơi nước mắt. Cám ơn y bác sĩ. Chúc 2 con hoàn toàn khỏe mạnh,0,mừng rơi nước_mắt cám_ơn bác_sĩ chúc hoàn_toàn khỏe_mạnh
Nói là không nộp thuế nhưng lại không nêu việc kinh doanh lỗ???,0,nộp thuế nêu kinh_doanh lỗ ? ? ?
Trộm chó rõ là không ra gì. Nhưng để trộm được nửa tấn chó trong một đêm thì chắc chắn là do các hộ gia đình thả rông rồi,0,trộm chó trộm nửa chó đêm chắc_chắn hộ gia_đình thả rông
"Bước ngoặt tháng 10 của kỳ bầu cử 4 năm trước là vụ mail của Clinton. Còn giờ đây Covid là bước ngoặt, cũng tháng 10.",0,bước_ngoặt 10 kỳ bầu_cử vụ mail clinton giờ_đây covid bước_ngoặt 10
"Hẻm tôi cư trú cũng thế, ôi thôi người ta tổ chức đá gà la lối ỏm tỏi. Họ say máu nhìn con gà cũng không thèm nhường cho người khác đi qua. Đánh bài thâu đêm, nhậu nhẹt suốt sáng, chửi bới nhau cả ngày. Lậy trời cho con có tiền chuyển đi nơi khác sống.",0,hẻm cư_trú ôi_thôi người_ta tổ_chức đá gà la_lối ỏm_tỏi say_máu gà thèm nhường đi đánh_bài thâu đêm nhậu_nhẹt suốt chửi_bới lậy trời tiền đi sống
Quan trọng là cô ấy được Ronaldo lựa chọn.,0,quan_trọng ronaldo lựa_chọn
"Bộ não người có khả năng lưu giữ hình ảnh dễ hơn văn bản, vì vậy với các em học sinh THPT việc sử dụng điện thoại trong giờ học để tìm tài liệu cũng là điều nên làm, việc sợ các em sử dụng không đúng mục đích thì mỗi điện thoại của các em đêu có thể giám sát được thông qua điện thoại của cha mẹ!",0,bộ_não khả_năng lưu_giữ hình_ảnh văn_bản vì_vậy học_sinh thpt sử_dụng điện_thoại học tài_liệu làm_việc sợ sử_dụng mục_đích điện_thoại đêu có_thể giám_sát thông_qua điện_thoại cha_mẹ !
"Tam công chúa Disney ngày ấy: Demi Lovato, Miley Cyrus, Selena chắc có lẽ giờ Selena Gomez sự nghiệp vững vàng nhất và cũng trưởng thành nhất. Mặc dù ngay từ đầu Selena bị đánh giá là khả năng ca hát là thấp nhất trong nhóm. Ai coi Disney ngày đó chắc giờ cũng già lắm rồi (mình u4x rồi)",0,tam công_chúa disney demi lovato miley cyrus selena có_lẽ selena gomez sự_nghiệp vững_vàng trưởng_thành mặc_dù đầu selena đánh_giá khả_năng công_an hát coi disney già lắm u4x
các ao dạng này thường được đào bằng máy xúc. Rất sâu nhưng thành thì bằng phẳng và không có bậc để vịn lên. Người lớn không biết bơi mà rơi xuống còn khó thoát chứ nói gì đến các em nhỏ.,0,ao dạng đào máy_xúc sâu thành bằng_phẳng bậc vịn người_lớn bơi rơi thoát
"Năm nay Barca thật sự nguy hiểm rồi, đáng để các đội khác phải lo lắng rồi đây. Đúng là sau khi giải quyết xong thế lực ngầm thì Barca đã hồi sinh.",0,barca thật_sự nguy_hiểm đội lo_lắng rồi_đây giải_quyết xong thế_lực ngầm barca hồi_sinh
"Không áp lực sao được khi bé vào học mới một tháng mà buộc phải đọc trôi chảy câu "" Nghỉ hè, ba mẹ cho bé Mi và chị Kha đi Ba Vì. Ở đó có bờ đê, nghé, dê. Chị và bé đi ca nô khi về"". Làm sao mới 1 tháng mà bắt các bé đọc theo kiểu phản xạ của người lớn được",0,áp_lực bé học buộc đọc trôi_chảy câu nghỉ_hè mẹ bé mi kha đi bờ đê nghé dê bé đi công_an nô làm_sao bắt bé đọc kiểu phản_xạ người_lớn
Cầu mong thế giới bình an!,0,cầu_mong thế_giới bình an !
"Nhóm dễ thương và phong cách lắm. Mình theo đuổi văn hóa pop đủ mọi lĩnh vực, thể loại, phong cách, nhóm này có có sức hút không nhẹ.",0,dễ_thương phong_cách lắm theo_đuổi văn_hóa pop lĩnh_vực thể_loại phong_cách sức hút nhẹ
Bài hát rất hay. Nghe mà nghiện luon,0,hát nghiện luon
Nếu gặp lại thì Bayern sẽ không thể tái hiện chiến thắng hủy diệt 8-2 nữa Barca bây giờ không còn vận hành lối chơi Coca-Cola và đốt lưới nhà nữa rồi. đừng hòng mà bắt nạt Bayern nhớ.,1,bayern không_thể tái_hiện chiến_thắng hủy_diệt barca bây_giờ vận_hành lối coca cola đốt lưới đừng hòng bắt_nạt bayern
Như vậy các bác nhớ thương yêu thầy cô nhiều hơn. Vì họ có nguy cơ nhồi máu nhiều hơn khi dạy mấy chục đứa ^^,0,như_vậy nhớ_thương_yêu thầy nguy_cơ nhồi máu dạy mấy chục đứa
Chào mừng anh trở lại!!,0,chào_mừng trở_lại ! !
"Đen thôi, đỏ vẫn thế. Các bạn khi bắt cá dưới ao mà có cá to cỡ 4-7 kg thì nên cẩn thận, đừng đùa. Một cú vọt lên mặt nước mà vào trúng mặt thì xác định luôn.",0,đen đỏ bắt cá ao cá to cỡ cẩn_thận đừng đùa cú vọt lên_mặt_nước trúng mặt xác_định
Nhà tôi ở q.7 đã ở 2 năm mà giờ vẫn là hợp đồng góp vốn chưa có hợp đồng mua bán. Chứ chưa dám nghĩ đến sổ hồng,0,hợp_đồng góp vốn hợp_đồng mua_bán dám sổ hồng
"Rốt cuộc ông ấy sẽ tái đắc cử thôi. Và chẳng ai có thể được toàn dân yêu mến, ủng hộ nhưng tôi tin nước Mỹ và Thế giới thêm một lần nữa cần ông Trump trên vai trò Tổng thống Hiệp chúng quốc Hoa Kỳ!",0,rốt_cuộc tái đắc_cử chẳng có_thể toàn dân yêu_mến ủng_hộ mỹ thế_giới trump vai_trò tổng_thống hiệp quốc hoa kỳ !
Quá thiếu sót khi thiếu tên mình. Ka ka ka,0,thiếu_sót ka ka ka
Không hiểu sao chỉ nhắc nhở thôi đấy? bạo hành đâu phải một cái nhắc nhở là được.Thứ 1: Tại sao một người vừa ra khỏi trại cai nghiện lại được nuôi con vậy. Không hề có quá trình giám sát và kiểm tra tình hình gia đình.Thứ 2: là chỉ nhắc nhở và chính quyền không giải quyết triệt để. một đứa trẻ 9 tuổi mà để báo cáo đến tận 3 lần mới giải quyết. ,0,nhắc_nhở đấy ? bạo_hành nhắc_nhở tại_sao trại cai_nghiện nuôi hề quá_trình giám_sát kiểm_tra tình_hình gia_đình nhắc_nhở chính_quyền giải_quyết triệt_để đứa trẻ báo_cáo tận giải_quyết
"Giảm số đầu điểm sẽ có bất lợi cho HS là muốn gỡ điểm không được. Nhiều HS cứ kiểm tra xong hay bảo bài sau em cố cô cho em gỡ điểm nhé (khá nhiều đấy), giờ không thực hiện được nữa. Thông tư có điểm chưa rõ, không biết đây chỉ là số đầu điểm tối thiểu thôi hay là bắt buộc chỉ được phép có tối đa 6 đầu điểm. Vì bình thường, quy định cũ thì tối thiểu 1 điểm miệng, nhưng thực tế có HS có đến 2-3 đầu điểm miệng do em đó xung phong lên bảng làm bài nhiều lần, thực ra như thế rất có lợi cho HS. Còn việc đưa thêm môn Ngoại ngữ vào tiêu chuẩn HS giỏi thì có lợi cho HS nào giỏi Anh. Trước quy định HSG bắt buộc 1 trong 2 môn Toán hoặc Văn phải được 8,0 trở lên, nay quy định mới là ít nhất 1 trong 3 môn Toán, Văn, Anh phải được 8,0.",0,đầu bất_lợi hs gỡ hs kiểm_tra xong bảo cố gỡ đấy thực_hiện thông_tư đầu tối_thiểu hay_là bắt_buộc phép tối_đa đầu bình_thường quy_định cũ tối_thiểu miệng thực_tế hs đầu miệng xung_phong bảng thực_ra lợi hs môn ngoại_ngữ tiêu_chuẩn hs giỏi lợi hs giỏi quy_định hsg bắt_buộc môn toán văn trở quy_định ít_nhất môn toán văn
"Con chưa về được, ba mẹ ở nhà giữ sức khoẻ nhé.Nhà mình ở Quảng Trị ( Huyện Cam Lộ ) tâm bão luôn. Thấy lo lắng",0,mẹ sức_khoẻ quảng_trị huyện cam_lộ tâm_bão lo_lắng
"Nguy hiểm quá, chắc nhà kinh doanh này tới số",1,nguy_hiểm kinh_doanh
"Thực sự lần này rất sợ làn sóng covid lần thứ 3.Chờ có vắc xin dập được dịch covid đã rồi hãy bay quốc tế để cho các cháu nhỏ yên tâm đến trường các bác ơi, thank",0,thực_sự sợ làn_sóng covid chờ vắc dập dịch covid bay quốc_tế cháu yên_tâm trường thank
"đánh giá là ""Siêu nặng"" thì mới chính xác, hihi :( con em đi học ở trường cả ngày (học bán trú), tối về vẫn phải làm bài tập, đó là chưa tính đi học thêm 1 phút nào, hic hic",0,đánh_giá siêu chính_xác hihi con_em đi học trường học bán_trú tối bài_tập đi học phút hic hic
Mình cũng ở Đồng Nai 21.9 này bé mình tiêm mũi viêm não lần 3. Đọc tin này sợ quá. ,0,đồng nai 21 bé tiêm mũi viêm não đọc sợ
"300 triệu là mua Honda City thì đời khá sâu rNếu k quá quan tâm đến ngoại hình thì nissan là 1 sự lựa chọn ổn, rộng và lành.",0,300 triệu mua honda city đời sâu rnếu quan_tâm ngoại_hình nissan lựa_chọn ổn rộng lành
"Từ cuối mùa năm ngoái đến giờ chẳng ghi nổi 1 bàn ngoài trái trên 11m dành Fati (à 11 m không tính) nên chỉ ghi 1,2 bàn ở giao hữu thôi. Nhìn Rô kìa, về phá kỷ lục quốc gia, châu Âu cú dup vơi Roma và ghi 5 trận liên tiếp tới bây giờ",0,mùa năm_ngoái chẳng ghi nổi bàn trái 11m fati 11 mày ghi bàn giao_hữu rô kìa phá kỷ_lục quốc_gia châu âu cú dup vơi roma ghi trận liên_tiếp bây_giờ
con cá sấu đi trên cạn nhanh giữ!,0,cá_sấu đi cạn !
30 ngày cách ly bắt đầu,0,30 cách_ly bắt_đầu
Nghiêng mình khâm phục trước nghĩa cử cao đẹp của các em!,0,nghiêng_mình khâm_phục nghĩa_cử cao_đẹp !
Khâm phục tấm lòng của các bác sỹ CuBa,0,khâm_phục bác_sỹ cuba
"Tôi không để Messi ra đi free được vì lợi ích của Barca vì tôi nghĩ rằng sẽ có clb nào đó sẽ trả chúng tôi ít nhất 100 củ? Nhưng không, họ lại toàn muốn đón Messi với giá 0 đồng? Họ khôn hơn tôi tưởng? haha",0,messi đi free lợi_ích barca clb chúng_tôi ít_nhất 100 củ ? toàn đón messi giá đồng ? khôn tưởng ? haha
"Có con nhỏ , đọc tin thấy xót xa quá",0,đọc xót_xa
"Cứ dính đến mà túy thì đem đi tử hình hết đi. Làm nghiêm trong vòng 3 năm, đảm bảo sẽ dẹp được tệ nạn này.",1,dính mà_túy đem đi tử_hình đi nghiêm vòng đảm_bảo dẹp tệ_nạn
hay quá!,0,!
Vì đâu mà nên nông nỗi này?,0,nông_nỗi ?
nợ công của Mỹ đã trên 30 000 tỷ USD chưa nhỉ,1,nợ công mỹ 30 000 tỷ usd
Biden rất quân tử và rộng lượng... ông 100% thắng lớn rồi.... thiên thời địa lợi nghiêng hẳn về ông.,0,biden quân_tử rộng_lượng 100 thắng thiên_thời địa_lợi nghiêng hẳn
"Tôi không phải là người trong ngành nhưng tôi nhận thấy những việc làm thiết thực của bác sĩ hết sức quan trọng, đặc biệt nhất là thiết kế mũ trùm đầu con vịt thực hiện thành công chuyến chở 200 người ( phần lớn có số người đã bị nhiễm dịch covid 19 ) từ guinue xichdao - ở châu phi về nước an toàn cho cả phi hành đoàn và đội ngũ y bác sỹ. Đây mới là một thành quả đáng tự hào cho VN trong công tác phòng chống dịch covid 19 và phát triển kinh tế của nước ta trong đại dịch và cũng có thể là mô hình để thế giới học tập để thực hiện.",0,ngành việc_làm thiết_thực bác_sĩ hết_sức quan_trọng đặc_biệt thiết_kế mũ trùm đầu vịt thực_hiện thành_công chuyến chở 200 phần_lớn nhiễm dịch covid 19 guinue xichdao châu phi an_toàn phi_hành_đoàn đội_ngũ sỹ thành_quả tự_hào vn công_tác phòng_chống dịch covid 19 phát_triển kinh_tế ta đại_dịch có_thể mô_hình thế_giới học_tập thực_hiện
Nước Mỹ chưa đủ tan nát sao !,0,mỹ tan_nát !
Con bọ này sau đó sẽ chết vì nhục,0,bọ chết nhục
"nguy cơ bùng phát dịch luôn thường trực, nhưng lại để cho các quán bar, vũ trường tụ tập đông người. nên có biện pháp quản lý hay các quy định chặt chẽ hơn với loại hình kinh doanh này",0,nguy_cơ bùng_phát dịch thường_trực quán bar vũ_trường tụ_tập đông biện_pháp quản_lý quy_định chặt_chẽ loại_hình kinh_doanh
"Hoài Lâm đã từng có danh tiếng tiền bạc. Nhưng những cám dỗ đã là Hoài Lâm rời bỏ Gia đình, Sự nghiệp. Mong là tỉnh ngộ để quay đầu.",0,hoài lâm danh_tiếng tiền_bạc cám_dỗ hoài lâm rời gia_đình sự_nghiệp mong tỉnh_ngộ đầu
"Như vậy mới thấy vấn đề trong bảo vệ trẻ em ở ta còn nhiều hạn chế, việc đánh con lặp đi lặp lại nhiều lần, cả trường và làng, xã cũng như chính quyền đều biết, nhưng đến khi cháu bị đánh đến tổn thương 15% cơ thể thì công an mới chính thức bắt giam? tại sao không làm điều đó sớm hơn hoặc có một cách nào đó để sự việc có thể ngăn chặn sớm hơn....",0,như_vậy vấn_đề bảo_vệ trẻ_em ta hạn_chế đánh lặp_đi lặp trường làng xã chính_quyền cháu đánh tổn_thương 15 cơ_thể công_an chính_thức bắt giam ? tại_sao một_cách sự_việc có_thể ngăn_chặn
Bài thơ sau khi được phổ nhạc đã nâng giá trị lên tầm cao mới,0,thơ phổ nhạc nâng_giá_trị tầm
"Bóng đá thời nay là sức mạnh của kim tiền (như PSG, Chelsea, MC...) tuy không phải là tất cả. Có đội ra sân với 11 cầu thủ đi mua, có đội ra sân với 11 cầu thủ đào tạo",0,bóng_đá thời sức_mạnh kim_tiền psg chelsea mc tất_cả đội sân 11 cầu_thủ đi mua đội sân 11 cầu_thủ đào_tạo
"Hay hơn phim hành động, bọn này nhìn trẻ măng mà đã lao vào nghề này rồi, chắc cũng đi được vài vụ nhỏ rồi định làm vụ này...dính bẫy.",0,phim hành_động bọn trẻ_măng lao nghề đi vụ định vụ dính bẫy
Mong vacxine từng ngày.,0,mong vacxine
"Ertiga Sport lăn bánh biển tỉnh có 520tr tội gì đi 2 con này.Mà ai chê vios thùng tôn thì con attrage cũng là cái thùng tôn nhưng bé hơn thôi nha,đừng anti toy quá đáng như thế",0,ertiga sport lăn bánh biển tỉnh 520tr tội đi chê vios thùng tôn attrage thùng tôn bé nha đừng anti toy quá_đáng như_thế
"Xe đạp nha bạn , bao bền bao tiết kiệm xăng",0,xe_đạp nha bao bền bao tiết_kiệm xăng
"Không nên cho phép sử dụng điện thoại thông minh trong lớp học vì nó khiến học sinh bị phân tâm không chú ý bài giảng của giáo viên.Chỉ khuyến khích học sinh sử dụng vi tính tại nhà để tra cứu,bổ sung kiến thức các môn học",0,phép sử_dụng điện_thoại thông_minh lớp_học học_sinh phân tâm chú_ý giảng giáo_viên khuyến_khích học_sinh sử_dụng vi_tính tra_cứu bổ_sung kiến_thức môn_học
"Không có lý do nào hợp lý. Theo tôi chỉ ở cấp cao đẳng đại học mới được sử dụng. Cấp 1 đến cấp 3 nên cấm, để học sinh có tư duy học bài tốt hơn.",0,có_lý_do hợp_lý cao_đẳng đại_học sử_dụng cấm học_sinh tư_duy học
Khổ thân ông đợt vừa rồi PR các kiểu mà không CLB nào muốn đưa tạ về dù có thể là giá 0đồng nên đành giữ lại đánh bóng tiếp,0,khổ_thân đợt vừa_rồi pr kiểu clb tạ có_thể giá 0đồng đành đánh_bóng tiếp
Lại mất phanh...,0,phanh
A này ko sợ cá mập sao,0,sợ cá_mập
"Trong cuộc tranh luận ông Trump giơ khẩu trang và nói ""Tôi có nó và sẽ đeo khi cần"". Giờ chắc có lẽ không cần nữa rồi.",0,tranh_luận trump giơ khẩu_trang đéo có_lẽ
Chúc mừng con đã có 1 gia đình! Ngoan hay ăn chóng lớn con nhé!,0,chúc_mừng gia_đình ! ngoan chóng !
Ở Đà Nẵng hiện tại mưa rất to và gió lớn từ 12h đêm hôm qua đến giờ.,0,đà_nẵng hiện_tại mưa to gió 12h đêm hôm_qua
"Câu chốt cuối bài, là lời của tất cả chúng tôi ở bên ngoài. Nhìn hình ảnh anh cuốn tai nghe trên vai ở cuối bài thấy giản dị mà rất mạnh mẽ, khiến chúng tôi yên tâm..Thật sự đợt dịch thứ 2 tôi nghĩ sẽ bùng phát mạnh trên cả nước, không ngờ, các anh chiến đấu còn giỏi hơn lần trước...Xin cảm ơn những anh chị trên tuyến đầu gian khổ suốt ngày, đã chiến đấu vì câu kết cuối bài, vì ly cafe giản dị ngày thường của chúng tôi được thơm hơn và ngon hơn...",0,câu chốt tất_cả chúng_tôi hình_ảnh tai_nghe vai giản_dị mạnh_mẽ chúng_tôi yên_tâm thật_sự đợt dịch bùng_phát ngờ chiến_đấu giỏi cảm_ơn anh_chị tuyến đầu gian_khổ suốt chiến_đấu câu_kết ly cafe giản_dị chúng_tôi thơm ngon
Tương lai ấn độ vượt mỹ là có thật,0,tương_lai ấn độ mỹ
"Giá tăng chủ yếu là do chi phí lãi vay, chi phí mô giới, hoa hồng bán hàng quá cao, giá bán càng cao thì thời gian tiêu thụ càng chậm, thậm chí có những dự án chỉ lấp đầy 30-40% như vậy chủ đầu tư phải gánh chi phí lãi vay kéo dài.Việc đẩy giá lên quá cao còn tạo ra bong bóng giá khiến có người có nhu cầu nhà ở trong phân khúc tầm trung bị chùng tay do không đủ tài chính. Trong khi đó, nếu chủ đầu tư đưa ra mức giá hợp lý tương xứng với chất lượng sản phẩm thì sẽ tiêu thụ nhanh vì lượng người có nhu cầu nhà ở tầm trung và nhà giá rẻ rất lớn. Hàng tiêu thụ nhanh sẽ không bị tồn kho, không làm đội chi phí, nhà đầu tư nhanh thu hồi vốn để tái đầu tư vào các dự án khác.Thực trạng hiện nay là người có nhu cầu nhà ở thì rất cao nhưng ngược lại lượng căn hộ tồn kho không bán được cũng rất lớn.",0,giá chủ_yếu chi_phí lãi vay chi_phí mô giới hoa_hồng hàng cao_giá thời_gian tiêu_thụ chậm thậm_chí dự_án lấp 30 40 chủ đầu_tư gánh chi_phí lãi vay kéo_dài đẩy giá bong_bóng giá nhu_cầu phân khúc tầm trung chùng tài_chính chủ đầu_tư giá hợp_lý tương_xứng chất_lượng sản_phẩm tiêu_thụ nhu_cầu tầm trung giá rẻ hàng tiêu_thụ tồn_kho đội chi_phí đầu_tư thu_hồi vốn tái_đầu_tư dự_án thực_trạng hiện_nay nhu_cầu ngược căn_hộ tồn_kho
"80km thì thấp quá làm 6 làn 4 làn chính và 2 làn dừng khẩn cấp đối với địa hình tốt còn nơi địa hình không thuân lợi có thể giảm 4 làn làm luôn 1 lần , tránh cái tình trạng vừa dùng 4 năm đã tắc",0,80km làn làn làn dừng khẩn_cấp đối_với địa_hình địa_hình thuân lợi có_thể làn tình_trạng tắc
"Rất dễ hiểu, mong các bác giao thông phạt đúng chứ đừng chơi chiêu khiến người vi phạm hoang mang là được",0,mong giao_thông phạt đừng chiêu vi_phạm hoang_mang
Đây là những con người xứng đáng nhất với giải thưởng này!,0,con_người xứng_đáng giải_thưởng !
"Chúc mừng ngài, chúc mừng nước mỹ",0,chúc_mừng ngài chúc_mừng mỹ
lời giải thích vô lý thế nhỉ....,0,giải_thích vô_lý
Đau lòng thật!,0,đau_lòng !
chỉ một người lọt sổ thôi là toi,0,lọt sổ toi
"Tôi đề nghị cơ quan chức năng hãy mạnh tay trấn áp nạn bốc lột sức khoẻ, sức lao động của trẻ em để đi ăn xin vì nhu cầu của người lớn. Không chỉ trong trường hợp này. Hãy trả lại tuổi thơ và niềm vui cho các con",0,đề_nghị cơ_quan_chức_năng mạnh_tay trấn_áp nạn bốc lột sức_khoẻ sức lao_động trẻ_em đi ăn_xin nhu_cầu người_lớn trường_hợp tuổi_thơ niềm vui
Bà con cứ yên tâm. TRUMP vẫn là TRUMP chiến thắng mọi thứ,0,bà_con yên_tâm trump trump chiến_thắng
ăn xong nhớ đi sơ chế túi nilon đấy,0,xong đi sơ_chế túi nilon đấy
"Hồi SV, có tấm hình trên báo dán trên tường KTX hình Hiền Mai, ngắm hoài luôn !",0,hồi sv hình báo dán tường ktx hình hiền mai ngắm hoài !
"Mình đang hóng cơn bão này, chứ khô hạn quá rồi",0,hóng bão khô_hạn
Sinh nghề tử nghiệp nhể. Rip,0,sinh nghề_tử nghiệp nhể rip
chỉ sợ ông không ra trường đc.....,0,sợ trường đc
Mong con luôn được bình an,0,mong bình_an
"Cá nhân tôi càng thấy các cô muôn phần đẹp hơn trên ảnh, bởi cái đẹp tự nhiên, nếu có cũng rất ít can thiệp. Không như các chị em bây giờ ra đường cứ đơ đớ, na ná y hệt nhau phát ngán.",0,cá_nhân muôn đẹp ảnh đẹp tự_nhiên can_thiệp chị_em bây_giờ đường đơ đớ na_ná y_hệt phát ngán
"Người dân Mỹ sẽ biết họ cần ai !Mong ông Trump chiến thắng, ",0,dân mỹ ! mong trump chiến_thắng
"Quê tui đó, lam lũ với ruộng đồng nhưng mộc mạc, bình yên! nhớ tuổi thơ những trưa hè đi bắt cá",0,quê tui lam_lũ ruộng đồng mộc_mạc bình_yên ! tuổi_thơ trưa hè đi bắt cá
Với những người chuyên trộm chó này phải sử thật nặng.,0,chuyên trộm chó sử
"Thêm chút tiền nữa mua Ertiga limited 7 chỗ số tự động mà đi cho sướng, tội gì lấy 2 con sedan chật hẹp này.",0,chút tiền mua ertiga limited chỗ tự_động đi sướng tội sedan chật_hẹp
"Bài này ko ấn tượng lắm,chúc Hoài Lâm mau lấy lại phong độ,cố gắng vươn lên,giờ là lúc đúng độ chín của e đó,ngã đâu đứng lên tại đó e nhé.khó khăn ko làm vơi ý chí.",0,ấn_tượng lắm chúc hoài lâm mau phong_độ cố_gắng vươn độ chín ngã đứng khó_khăn vơi ý_chí
Vậy Dân tộc Hoa sống KV 3 có cộng điểm tiên xét Đại Học không mọi người ?,0,dân_tộc hoa sống kv cộng tiên xét đại_học ?
"Xl7 thục dụng hơn , st đẹp hơn !",0,xl7 thục_dụng ơn ùng đẹp !
Rất nhiều I10 đời 14-15 đang giao bán với số tiền bạn đang có.,0,i10 đời 14 15 giao tiền
Phạt nguội đê bác ơi,0,phạt nguội đê
Gia đình này suy nghĩ ngộ thiệt,0,gia_đình suy_nghĩ ngộ thiệt
Lợi nhuận quá cao so với nghề phụ hồ như mình,1,lợi_nhuận nghề phụ hồ
Nút thoát hướng hcm trạm thu phí cao tốc long thành - dầu giây. Tôi đang ngồi trên xe mà phát sốt. Ban ngành sở thử đi vào chiều chủ nhật sẽ rõ được dự án nào cần ưu tiên.,0,nút thoát hướng hcm trạm thu phí cao_tốc long thành dầu giây xe phát sốt ban_ngành sở thử đi chiều chủ_nhật dự_án ưu_tiên
Nhắc đến FE credit là thấy sợ rồi,0,nhắc fe credit sợ
TQ ngày càng có những ứng dụng kỹ thuật khoa học cao nhất hành tinh...,0,tq ngày_càng ứng_dụng kỹ_thuật khoa_học hành_tinh
"Đồng ý với cách xử lý của chủ cơ sở. Trước mắt phải cố gắng tối đa khắc phục hậu quả . Mọi việc sau đó sẽ được mổ xẻ, phân tích và suy xét sau.",0,đô ng vơ ca ch xư ly cu chu sơ trươ mă pha gă ng tô đa khă phu hâ mo viê đo se đươ mô xe phân ti ch va suy xe
hên cho một chiếc xe chạy chưa tới,0,hên xe chạy
di dời ra xa quá....có lẽ số lượng xe cá nhân trong tương lai sẽ tăng vọt hơn là xe khách và xe công cộng..,0,di_dời có_lẽ số_lượng xe cá_nhân tương_lai vọt xe_khách xe công_cộng
Đã gọi là bất động thì chả ai biết trước được nhưng hầu như ai tham gia thị trường này đều có lãi nếu bạn biết nguồn gốc đất sạch sẽ thì nên đầu tư,0,gọi bất_động chả hầu_như_ai tham_gia thị_trường lãi nguồn_gốc đất sạch_sẽ đầu_tư
Vậy tổng hình phạt là bao nhiêu năm nhỉ?,0,tổng_hình_phạt bao_nhiêu ?
Lên mua bảo hiểm Nhân Thọ càng sớm càng tốt.còn trẻ còn làm Ra tiền.phí tham gia thấp bảo vệ mệnh giá cao.trong cuộc sống không biết trước ngày mai.nếu rủi RO lớn xảy ra thì bố mẹ đỡ phải lo gánh nặng tài chính cho mình.lớn hơn nữa thì là báo hiếu cho bố mẹ.bhnt thay minh chăm sóc cho bố mẹ.người thừa kế sau này có thể thay đổi được.lên bạn đừng lo.bây giờ tham gia một gói họ bảo vệ cả cuộc đời.,0,mua bảo_hiểm_nhân_thọ trẻ tiền phí tham_gia bảo_vệ mệnh_giá cuộc_sống ngày_mai rủi_ro xảy bố_mẹ đỡ lo gánh tài_chính báo_hiếu bố_mẹ bhnt thay minh chăm_sóc bố_mẹ thừa_kế sau_này có_thể thay_đổi đừng lo bây_giờ tham_gia gói bảo_vệ cuộc_đời
<3 <3 <3 :^* :^* :^* mê truyện của pác này lắm cơ,0,mê truyện pác lắm
"Cái gì cũng có giới hạn của nó, ai biết sau 'tuần trăng mật' là gì !",0,giới_hạn tuần_trăng_mật !
"Mạ ơi, đẹp troai quá",0,mạ đẹp troai
"Nếu tái ngộ Bayern, Lionel Messi và đồng đội có cơ hội đòi lại món nợ thua 2-8 ở tứ kết mùa trướcĐừng có suốt ngày nhắc đến món nợ này được không. Đau xót lắm, nhục nhã lắm.",1,tái_ngộ bayern lionel messi đồng_đội cơ_hội đòi món nợ thua tứ_kết mùa trướcđừng suốt nhắc món nợ đau_xót lắm nhục_nhã lắm
"nên cấm thực phẩm bán online, vì không ai quản lý dc chất lượng và hàng nhái. Thực phẩm là thứ ăn trực tiếp vào cơ thể nếu ko đảm bảo sẽ rất nguy hiểm và khi bị nạn cũng khó mà kiện dc nơi cung cấp.",0,cấm thực_phẩm online quản_lý dc chất_lượng hàng nhái thực_phẩm trực_tiếp cơ_thể đảm_bảo nguy_hiểm nạn kiện dc cung_cấp
"các fan Rô nên thành thật với bản thân mình, giai đoạn từ lúc Bale qua Real chính là giai đoạn thành công nhất của Real, còn Rô qua từ 2009 đến 2013 thì thành tích tốt nhất của Real là vào bán kết CL, còn loại từ tứ kết như cơm bữa. Rô cũng góp công lớn vào thành công Real nhưng Bale về Real mới hoàn hảo !",0,fan rô thành_thật bản_thân giai_đoạn bale real giai_đoạn thành_công real rô 2009 2013 thành_tích real bán_kết cl tứ_kết cơm_bữa rô góp công thành_công real bale real hoàn_hảo !
"Phải luôn khuyến cáo người dân phòng dịch, chứ thấy nhiều người chủ quan lắm.",0,khuyến_cáo dân_phòng_dịch chủ_quan lắm
"Chả có gì đặc biệt cả, chỉ có Văn, Toán, TA là giảm đi một số bài KT, còn những môn khác thì vẫn thế, chỉ có thay tên gọi là kiểm tra 1 tiết thành kiểm tra giữa kì, cách tính điểm thì vẫn thế. ",0,chả đặc_biệt văn toán ta đi một_số kt môn thay gọi kiểm_tra tiết thành kiểm_tra kì
Cầu mong chú và em luôn tích cực và niềm cảm hứng cho các bạn bị như vậy,0,cầu_mong tích_cực niềm cảm_hứng như_vậy
