comment;label
T cảm giác t còn hát hay hơn:)))))))));0
Nghe xong muốn đủ nghi-);1
Một chín một mười với pickleball (((= 🐧;0
Cảm ơn nhóm blacksex và quốc dog sau khi tôi nghe song tôi đã hết táo bón🎉;1
Hát ko rõ lời;0
Như địt vào tai;1
cám ơn kang bài hát hay quá hay đến mức nganh thuốc sổ🤣🤣🤣;1
Bài này hay quá;0
Bài hát này nhất định sẽ hot;1
Cười lộn ruột nguyên 3p04 giây;0
showmeshowmeshowmeshow🗣️🗣️🔥🔥;0
cái ông cà hẩy bj km s v;0
Hat nhu lon;1
Cố lên cả nhà ơi gần 1M view rồi ❤;0
Cho em 2 anh dzai hát hay kia đi 🤗;0
Cái anh th2 còm đỡ🤗;0
vượt mặt pickleball để trở thành bài hát rác rưởi nhất năm;1
Nghe như djt vào lỗ tai;1
Dở;0
hiếp dâm âm nhạc;1
Chồng em ❤❤❤;0
khá hơn Bang Bang Vĩnh cửu phát hành kiểu gì cũng được giải cành cây vàng 😅😅😅;0
Ê càng nghe càng cuốn;0
Ko có bài học nào đc rút ra;0
nghe ỉa k nổi bé ơi;1
Thảm họa sau Pickeball;1
Mày muốn lấy Chợ Lớn ?;0
Nghe như đấm vào tai😂😂😂😂😂;1
Trước hết;0
Phụ đề tiếng Việt bị cái íu gì vậy 😬???;0
*đang đi công viên thì bì bắt đóng mv:;0
Cưới em đi anh ❤❤❤❤;0
EM YÊU ANH QUỐC KANG;0
nhu db;1
em yêu anh quốc kang 2017;0
Đoạn đầu nghe đỉnh thật sự❤;0
Giai điệu khá bắt tai;0
Nhac thinghe;0
như cặt;1
Lôn như hày;1
quả nhiên là âm nhạc cắt búi trĩ;1
Cái bạn quốc kang trông giống mấy người bị bệnh về đầu óc;1
Sao tôi thấy nó hay hay nhỉ😅;0
ngại hết cả ytb;0
Tuỳ vào độ hay của bài này tôi sẽ supercomment bằng đấy tiền;0
nếu đâi là bài hát hay nhất thì khủng long đã ko tuyệt chủng🐧;1
Ngoài những bài của Sếp T trc kia t cần vietsub ra thì bây giờ đến bài này :)))) ôi cảm giác t có phải người Việt ko nữa;0
Nhạc thua cả nhạc nagev;0
Lời bài hát không tệ;0
như l;1
Mình gieo thanh sân mầm sống xanh ????????? Wtf😂;1
Mỗi khúc rap đc;0
What you waiting for?;0
☺️khỏi;0
Cảm ơn quốc kang nhiều nha 🎉 con chó nhà mình bị lạc mình bật nhạc bạn nghe nó tự chạy về cầm điều khiển tắt tivi 🎉mong trong tương lai bạn ra thật nhiều bài để chó nhà mình lạc mình bật nhạc bạn để nó quay về 🎉 quốc kang cute thật;1
đây là bài hát có nhiều bình luận tích cực nhất mà tôi từng xem🔥🔥🔥🔥🔥🔥🗣🗣🗣🗣🗣🗣🐧🐧🐧🐧🐧🐧🐧🐧🐧🐧🐧🐧;1
dcmm chịu luôn;1
Em xin lỗi bài trình;0
Bài hát rất hay;0
cảm ơn band nha nhờ band mà thk e em ms bj tai nạn gãy chân đứg dậy để tắt nhc;1
Anh áo đen hát hay;0
mình cần bản vietsub của bài này;0
nhạc dở dc cái nghe không thiếu bài nào;0
nghe hắc vl;1
Em là fan của anh từ ngày đầu ;0
3 năm trc bạn em bị đánh đến thành người thực vật cho đến khi em đi tắm thì video này đc đề xuất tắm đi ra thì thấy thằng bạn người thực vật ngồi dậy đập mẹ cái tv cảm ơn vì bài hát mà đã chữa cho thằng bạn thực vật của em. Đúng là phép màu 😭😭😭😭😭;1
Mình tưởng pickeball là thảm hoạ nhất rồi ;1
Dcm thg cận huyết❤;1
Lời anh nói nhạy hơn bói là j v ak;0
hẩy thg bố m:))));1
Nhạc cho người điếc ạ;1
Cảm ơn nhóm nhạc ;0
Cảm ơn nhóm đã giúp mình hết táo bón;1
Thấm qua từng câu hát;0
Hay quá anh ơi🎉🎉🤭🤭;0
ĐẲNG CẤP THẬT.;0
Nhột quá nhột như làn;1
tra tấn lỗ tai;1
sao del nghe đc lời v?;1
"Cửa Lò -  Nghệ An: Người Mẹ Mải Mê CHECK - IN Để 2 Con Nghịch Nước Và Bị Sóng Cuốn Ra Xa!
>>>>>: https://youtu.be/v5g49U95FyQ";0
Nay cũng vừa lướt fb thấy có 1 bài viết về vụ này. Thật lạ là thấy có rất nhiều người vào bênh nói là "em xinh" đâu có nghĩa là "em xinh say hi" đâu. Ô thế đối tượng cứ phải là "em xinh say hi" mới là xúc phạm phụ nữ còn "em xinh" chung chung thì không phải coi thường chị em à;0
"Nhận xét cái đám này thiếu Văn Hóa thì nó lại dãy đành đạch như gà bị cắt tiết.
Không hiểu sao lại để đám vô học này làm về cái gọi là ""Vắn Hóa"".";0
Thằng bray từ lúc về VN thấy mặt nó tiểu nhân rồi. Thời trước chửi cả ca luôn mà;0
Mấy cái show anh trai em xinh nó lắm scandal thật;0
Giang sơn dễ đổi bản tính khó dời dăm bữa nửa tháng lại được tẩy trắng nhờ từ thiện đấy thui;0
Tui k mong j hơn bê nguyên cái phong sát kiểu triệt để như mấy a tung của về Việt Nam;0
Với mình thì nghe mấy thằng nó ngáp ấy thì thà nghe chó sủa tai dễ chịu hơn nhiều;1
hài dữ r áh bray ơi :))🤡🤡;1
Với tôi thì bạn trai này rap câu đó chẳng mất đi hình tượng gì cả. Vì nó có hình tượng đâu mà mất;0
"Em bé bảo, mason kìa vô hốt lẹ đi để đây nó lm thêm 1 vố nx thì ...:))";0
Mấy thằng hát nhảm ai nghe;0
Khi dô showbiz rồi thì phải giữ mình 😁;0
Những kẻ nghe thằng này hát có lẽ là lũ ngiện ngập.;1
Chỉ có bọn tai trâu mới nghe thằng này đọc nhãm.;1
Người bình thường ai lại thích thể loại nhạc này;0
Bộ văn hóa ở đâu mà để bọn này làm loạn VẬY CHỨ ????????????;0
Tao ko hiểu sao Bray nó lại cứ Drama vậy mà sao không bị ruồng bỏ như thằng Jack ta Jack nó bị oan thì ko nói còn Bảo nó cứ Drama đến cả đất nước luôn mà sao nó cứ nhởn nhơ vậy ta😩;0
uneducated;0
rapper tục tĩu;0
Thằng bảo ngày xưa sắp về mỹ lại rồi 😅😅😅;0
Nhưng mà câu ấy nghĩa là sao vậy???;0
Bản chất của nó là vậy đó ;0
anh Bray nghe bài hoàn hảo chx?😀;0
th này đốn mạc sang nước ngoài tưởng phát triển đc nhug fail về VN mn giang tay đón nhưng vẫn chứng nào tật đấy;1
Rồi . Nó chửi trả thiếu ai. Giờ quả báo đến thôi;1
Thời underground diss Ông CAN  diss này nọ ko sao . Lên mainstream ỉa cái tụi nó củng bu vào hửi ;1
Báo và êsch is back;0
Thằng ngáo😮;1
thằng phản động này =)));1
bú mạnh vô Quân ơi! không được nhả ra! bú mạnh nữa vô!;1
Hồi xưa còn ở underground đc chửi bậy thoải mái;0
ớ tính ra nó cũng biết lựa cái để thích ak chớ....haha;0
có người muốn nghe thì có kẻ muốn hát;0
Đệ lệ tổ chắc luôn;0
Mới tí tuổi đầu;0
Ah trai lại gánh drama dùm idol chê bánh mì rồi;0
Thế mới nói "Việc học quan trọng lắm".;1
Trước đến nay ko bao giờ nghe rap la đúng đắn.;0
Tao thấy bt. Vốn dĩ rap là vậy. Chúng mày coi mấy show rap bên hàn xẻng mà xem. Cứ đến đoạn nhạy cảm là nhà đài sẽ cắt tiếng và chèn tiếng bip.  Nhà đài đâu bắt rapper sửa lyrics đâu. Rap vốn là vậy;0
Nó muốn nó dám nói còn mày cũng muốn gần chết mà cho tiền mày cũng đéo dám;1
tìm hiểu xem học thức nó tới mức nào nhé. t không bênh nhưng tại câu này của b không đúng:));0
" @bobbyhoang2082  Ko rõ ý b là đang phản đối hay đồng tình với luận điểm của tôi nhưng ý tôi..
Học ở đây là học về trường đời á bạn. Là người có tầm ảnh hưởng đến giới trẻ mà lại thốt dc ra mấy cái câu thế trên live stream.";0
​ @bobbyhoang2082  tìm hiểu đi bro oi. Thằng bray sống lỗi vc ấy chứ;1
Bọn này chúng nó dơ lắm;1
Thg đ*u c*c này rap rủng thế mà k ban còn j9* hát 1 bài cấm 9th đúng là công bằng :)));1
Đáng lắm bray. Cuối cùng t cũng đợi đc đến ngày lớp mặt nạ giả tạo của m bị lật tẩy.;1
M ngồi trà đá vs mấy thg cốt thì nói bố láo gì cũng đc  nhưng on stream hàng nghìn người xem rồi ăn nói thô bỉ vô văn hóa xong lại viện vào cái cớ văn hóa underground  nghệ thuật rap  thì nó thối lắm. Mày đang sống ở VN chứ éo phải khu da đen homeless ở mỹ OK;1
Dell bao giờ nghe rap.cả trong nước hay ngoài nước;0
Người mẹ mất hai con thằng này còn lên bài câu wiew được thì đạo đức cái gì;1
Thấy bt mà ta có sao đâu chỉ là rap thôi mà;0
Loại đạo đức xuống dốc cũng không trách được;1
Sao k thấy lên bài vụ tai nạn tại daklak nhỉ;0
B Ray thời còn Underground còn chửi nước mà? Ncl bản chất rồi;1
Ghét nhất là nge đọc Rap chẳng hay ho gì cả;0
Đúng là chó nói đc máy tiếng người là tuong mình là người chi có đâu ọc bọn can ba nên mới vậy vậy mà cũng có người thân tuong nó can lời;1
bản chất con người nó vậy đổi củng chỉ là đeo mặt nạ sống qua ngày;1
t thà nghe bình gold nó rap còn hơn nghe cái lũ này nó sủa;1
Bài nó đi mọi người;0
tui thấy ông lên bài content cũng khó chịu mà;0
Cả đám tưởng gì;0
Ớn. Vô học mà củng tôn là nghệ sĩ.;1
trước chưa nổi tiếng thằng này và bạn nó chuyên làm nhạc phản động chửi đảng t đã ko ưa;1
cơ hội kiếm view của blv anh quân đây rồi;0
Bình thường ccmm chứ bình;1
ngta làm nghệ sĩ còn mình làm phục vụ chết mẹ sao mà ko cay;1
Lên sô bít nên phải đeo mặt nạ vào. Chứ trong lòng nó nghĩ gì có nó mới biết;1
"Lôi chính trị vào làm gì ??? 
Não để chưng hả";1
 @Teonguyen-mt  thằng idol của b nó làm nhạc chính trị đó;0
Nó hôi thối như cút cả một hệ thống từ trung ương đến địa phương lĩnh vực ngành nghề nào cũng ăn hối lô rồi văn hóa thì cả quốc gia có gần 30nghìn giáo sư tiến sĩ thạc sĩ đa số là bằng chứng giả;1
Mình thì không vơ đũa cả nắm đâu nhưng thấy nhiều "nghệ sĩ" rapper và một bộ phận underground nói chung đều rất thô tục;0
"LŨ VÔ HỌC
THẰNG BỆNH HOẠN NÀY CẦN PHẢI PHONG SÁT CÀNG SỚM CÀNG TỐT";1
Mắc bệnh ngôi sao ấy mà;0
Mình ghét nhất bọn bảo rap là tự do bộc lộ cảm xúc. Nó ko sai nhưng nếu muốn giữ sự tự do đó thì cứ ở Underground đi;0
choán;0
ko biết khán giả sao lại mê những thằng này thế nhỉ ;0
Nói mà k mắc cỡ. Dây thần kinh tế nhị của mấy đứa này đứt hết rồi. Tui nghe thui mà còn đo mặt;1
Live cho bọn nào xem vậy;0
Chưa vào ngồi vài ngày kb dk...đến Ngọc Trinh còn phải 😂😂😂...;1
Cái phản quốc này thì :));1
Chất rap là phải v;0
Cha bờ ray này phốt thì ê hề luôn mà vẫn có fan😰;0
sao khong phat nang giong nhu phat giao thong nhi;0
phong sat luon;0
anh ấy cũng đã nhận lỗi rồi mà;0
Má cái điệu bộ xl là biết nó XLon;1
Lớn rồi;0
Lũ vô văn hoa !!!;1
ông trùm conten bẩn dạo này đói vỉew nên bãi c*t nào cũng có mặt quân;1
đúng rồi;0
​ @phongha8443 Nói chung người nào thích rap thì phải thích nghi với điều đó;0
Đám fan cuồng cổ xuý bất chấp;0
Tụi nó nhận đó là phong cách đó bạn;0
​ @DkNguyenNguyen Ko phải bênh nhưng ko có nghĩa là muốn lồng ghép câu từ thô tục vào thì lồng ghép;0
Ủa under thì lq j? Nó là âm nhạc chờ 1 bộ phận rất nhỏ nghe ;0
@quynhtramnguyen3692 under hay mainstream đều có lựa chọn rap k tục tĩu nha chỉ là tục thì nó đa dạng từ dễ win nhưng cũng gọi là chấp nhận mình kém cỏi về từ vựng ;0
Bọn rapper rất nhiều phản động;1
Ráp xuất thân là văn hóa đường phố của người da màu mà.;0
Bro nên xem lại nguồn gốc của nhạc rap từ đâu mà ra ;0
Ếch ngồi đấy giếng;1
 @linhkieu4032  bạn đừng đánh tráo khái niệm nha bạn. Cái này nó không phải là sở thích hay thần tượng bình thường;0
Nhạc rap là sự thật ;0
Nói thẳng là một đám vô văn hoá;1
bọn này mà dc gọi là nghệ sỹ đã là một sự sai lầm r.;0
Oki chuông kì bu;1
phú ngao;1
Chat rap kieu mỹ thi sang mỹ đi;0
BỞI VÌ FAN NÓ CŨNG SAME SAME NHƯ NÓ  ĐẦU ÓC CÓ VẤN ĐỀ CẢ;1
Nói như mày thì giết người đâu phải đi tù!;0
Toàn những thằng vô học;1
Đang tức mà thấy sổ đỏ tận ba cái là hết giận liền cái này gọi là j nhỉ có tính là bán con khum ta:)?;1
Chắc chắn đã được BL gần hết các e rồi;1
Bọn Rapper đối với tao toàn lũ mất dạy;1
 Thằng này vô học..?;1
Đồi trụy   khốn nạn . Loại này phong sát ngay và luôn;1
Lên mainstream rồi thì ý tứ cái mồm;0
Đã đến lúc bộ văn hoá cũng nên ra các nghị định  hay quy định  cụ thể về lời ăn tiếng nói chuẩn mục cho các nghệ sỹ. Và nhất là vấn đề ăn mặc khi biểu diễn;0
mình kệ vì mình ko bao giờ nghe mấy cái nhạc kiểu này;0
Hệ quả của sự xuống cấp văn hóa của giới "làm văn hóa"...;0
Thằng này làm HLV cho chương trình quốc gia nào ta;0
T chờ tg 3/ này bh mở mõm xl về mấy cái vụ phản quốc;1
Flop quá ghi tên ah v;0
Nữ quyền ở VN nó độc hại hơn cả under mà ko đem lên. Còn thằng bray này nó vốn dĩ là beef để lên. Ai chứ con Quỳnh Anh shyn cũng chẳng đàng hoàng j. Nồi nào vung nấy;1
Bọn nhỉ đồng mất não;1
Bọn nhỉ đồng mất não;1
Những người nhờ mạng ảo để nổi tiếng thường là loài vô lại du đãng;1
Tml này trước dính phốt mất dạy rồi giờ vẫn bản chất k thay đổi được;1
Vụ công ăn đuổi chết người ở đắc lắc kìa lên đi chứ. Chứ mấy vụ này để bộ VHTT nó xử;0
Mấy thằng khùng;0
Rap bẩn vcl;1
Đừng có quơ đũa cả nắm chứ;0
"trình độ học vấn của nó không phải dạng vừa đâu  nên bảo nó thất học thì không hợp lắm ;))";0
Có đi flow đc như nó k ní ;0
"​ @quytieu7042 từ bao giò lấy số lượng người đăng ký để làm thước đo cho văn hóa.
Những người folow đó trình độ văn hóa có vấn đề.
Kiếm tiền mà lố lăng thì cũng chỉ là đám mạt hạng.";1
Do Việt nam luật chưa nghiêm thôi.Bên Mỹ thô tục kiểu đó là bị kiện ngay.;0
 @YuYuOffical  Tha ;0
Vì phạm gt bo chạy nói oan hả;0
Còng tay số 8 đang đợi em đó ;1
Bãi c… nào cũng thấy mặt nhỉ. Đủ rồi A Quân ơi :));1
nên tiêu diệt thằn lôn bray này quá ngông cuồng;1
Nghe vừa ngứa đít vừa chua miệng..đờm cổ họng luôn..rap nghe như đb;1
Nó vốn là như vậy! Nghe lãi nhải nhức cả đầu;0
Còng số 8 ;1
ở đây chắc có mình tui là thấy T.H.Ằ.N.G này rap như....;1
Rap bẩn vcl;1
Cái bọn rap hay under t ghét nhất. Nhạc nhẽo đã đ ra làm sao;1
Thằg nào k muốn;0
Nói nhận thức kémvà đạo đức xuống cấp thì chúng nó lại nhảy dựng lên;1
Vãi;0
bray nếu các bạn chê anh ấy thì các bạn chẳng hiểu ý gì về nhạc rap cả;0
các bạn có thể chỉ trích nhưng mình dám khẳng định 100% với các bạn luôn rằng : anh ấy vẫn là rapper chuyên môn cao nhất ở rap Việt bây giờ;0
Bài rap lời bô' lao ';1
Thánh vã mõm;1
Có lẽ hôm đó bọn chúng chơi ma tuy nên hương phấn quá;1
Vãi trưởng luôn;0
"Cửa Lò -  Nghệ An: Người Mẹ Mải Mê CHECK - IN Để 2 Con Nghịch Nước Và Bị Sóng Cuốn Ra Xa!
>>>>>: https://youtu.be/v5g49U95FyQ";0
T thì thấy lâu rồi ngứa mắt ngứa tai;0
​ @NhungNguyen-v3p vậy mà truyền thông bạn cả ngợi... Rồi hỏng hết 1 thế hệ...mà trong não chúng nó cứ nghĩ vậy là hay;1
Có tui nữa bro;0
Thằng bray này phổng đạn vkl. Thời trước nó chống phá đầy Facebook nó mà giờ vẫn cỏn ở showbit đc;1
Nhớ lại những năm 2000;0
Viết chính tả cho đúng rồi hả bênh nó.  Đã viết thì suy nghĩ cho kỹ. Viết cho đúng cho phù hợp. Nếu là con bạn nó như thế chắc bạn cũg bth hả;1
Đ có nghĩa thế hoá ra chúng m là bọn đ biết nghĩ à😏. Lời đ có nghĩa thì toàn bọn bại não hả 😂;1
đọc được cái cmt méo mẹ mồm luôn;1
"Xem xong cái bình luận này muốn đấm người viết luôn !
🐧";1
Mõm chó thốt ra có khác;1
bản chất của rap hén xuất phát từ dirty lirics;0
Vì hiểu nên mới chửi đấy;0
Nếu bạn nói ra được câu này thì bạn hoàn toàn không hiểu về văn hóa Việt Nam rồi. Sống ở Việt Nam thì việc hiểu rõ văn hóa Việt Nam quan trọng hơn là hiểu rõ về nhạc rap. Ok chưa?;0
Vậy hả? Rap là gì? Lên ChatGPTG tìm thì ra 1 đống. Nói chung anh trai gì đấy t thấy toàn 1 lũ trẻ trâu. Cái mà chúng ta tôn trọng và hâm mộ thì ở ngay nhà chúng ta;1
​ @thanhminh9967  ê thiệt anh trai mùa hai cứ bị sao á chứ mùa 1 OK ổn áp vãi ò lun:);0
Nếu bạn bray nói ban ăn c.. mà bạn nghĩ là ăn bánh ăn kẹo thì không còn ghi để nói rồi;1
bưng bô thế;1
"Ngậm mồm vào cháu bé.
Xưa có Karik";1
Rap văn minh chứ rap như vậy mà gọi là rap à rap văn tục với phái nữ mà cũng gọi là rap á:)?;0
Đồng ý với bạn … Mình thấy mắc cười 😆 khi người không hiểu về rap lại phản hồi chê bạn !;0
:) fan não tàn à;1
Hoàn toàn đúng .toàn hùa;0
troll thôi mà nhiều bác căng thẳng quá;0
Nó kêu mày ăn cut mày cũng ăn luôn;1
Nhưng giúp đc xã hội còn mày thì đéo;1
Tôi đã khóc khi nge câu chuyện này;0
Truyện nghe vô lí con đứa nào học giỏi thì cha mẹ hảnh diện về đứa đó. Con gái học giỏi càng dc kưng chiều hơn mới phải.;0
Nhà t cũng con trai học kém mà con gái thì học tốt hơn. Nhưng t vẫn oke. Miễn các con khoẻ là được. Và luôn giữ suy nghĩ sau này có tài sản thì chia đôi. Gái trai như nhau. Không phân biệt. Tư tưởng công bằng từ bé cho anh em nó quen nếp sống đó;0
Cái what the 5km đi tới trường😮;0
"Trong nam khinh nu .
Co tien duoc bua com thinh soan .
Nghe ma buc cho cha me va dua anh .";0
S lại có chuyện như vậy ngoài đời liệu có thật hay ko nghe mà ứa cả máu 😌😌;0
ÁC GIẢ ÁC BÁO;0
Tui ghét cái loại mẹ ko thương con gái;0
Tui ghét nghe loại truyện này;0
Tại sao co nhưng người mẹ như vậy trong nam khinh nữ đang doi;0
nghe chuyện này làm tôi khóc cho bé An;0
Con nào cũng là con trong nam khinh nữ;0
Mong quả báo đến sớm với ngưòi mẹ nhẫn tâm giết chết con gái của mình;0
Chưa nghe truyện nào tức như này;0
Thương cô gái bất hanh ;0
Con mụ già điên với thằng con xúc vật;0
Ông bà k đáng làm ba mẹ;0
Hồi này không có truyện hay như truyện Tĩnh Thuỷ . Toàn truyện vớ vẩn. Giọng hay nhưng truyện không hay;0
Nghe ke ma toi nghiep cho con gai nay con dua nao khong con ma doing su phan biet mhu nguoi dung;0
Làm e mà bảo anh sao;0
Ông bà này đã nghèo lại còn ngu si cách dậy con như vậy;0
Hay ! Rất hay !;0
nghe người kể mà thấy mệt;0
Cha mẹ nào mà như vậy ;0
Truyen Rát hay va ket Rát hay;0
Hầu như người Bắc và người Trung còn tư tưởng trọng nam khinh nữ;1
Nghe mà nhớ mình ngày xưa.. cha mẹ sinh mình ra mà không thương mình.. cảnh nhà dong con mà đứa thương đứa ghét..cho dù mình có làm gì đi nữa họ cũng ko thương;0
Cha mẹ;0
Thứ cha mẹ độc ác quả báo cũng đúng nghe tức chết được con tui tui cưng như trứng trai gái gì cũng vậy cũng là con mình cái thứ ngu;0
Người lớn mình  vô lý  học không được rồi bắt con phải làm mình nghèo muốn con thoát nghèo có bao giờ chúng ta có tự hỏi mình đã làm gì cho con giao 1 trách nhiệm mà không cần biết nó có muốn hoặc có thích hay không ;0
Sau an không đưa mẹ theo 😂😂;0
Tui nói thiệt  đã số người á châu có bao giờ mà khen con hoặc nói lời yêu thương con đâu;0
Cha mẹ kiểu gì vậy chỉ co  xảy ra      ở ngupi😢a châu hèn;1
Ngoài đời có loại mẹ như vậy không mọi người;0
Chuyện chứ ngoài đời làm gì có 😊;0
Con điên càng nghe càng tức không có loại mẹ như vậy tao chúa ghét loại trọng nam khinh nữ nào cũng mang e trai hay a trai lên bàn cân;0
Chuyện vô lý nhà nghèo rớt mà vẫn đủ điều kiện mua gà tần;0
Nghe buồn quá tội nghiệp cho An mong các bậc phụ huynh nên đối xử với con cái công bằng để kg phải hối tiếc cảm ơn tác giả cùng ê kíp Nguyễn Huy chúc mn sức khỏe và bình an;0
Không ai như con mẹ và người cha khốn nạn như thế;0
e sjnh 85 ngay xua con nho e them an ma k co an e gai e thi cha me cu ep an nhieu khi e gia bo ngu de khoc bay gio 3 dua con e deu co nhu nhau het;0
Trong câu chuyện tác giả dùng chữ LOGIC khá là thường;0
Cũng tự do những người làm cha làm mẹ;0
Mới nghe mà TỨC con làm mẹ và làm cha nảo CỨC mặt người và thằg con vô lại óc Cức đó sau (THẰG Trời) ko đah nát đầu Lủ nó ( Đã đối sử kho nạn với con gái ruột đág 😢của mình) chúc Em gái NSK may mắn nha Cháu Gái ❤👍🌹;1
Nghe chuyện thì hay đó nhưn mà càng nghe thì thấy không ưa người mẹ trọng nam khinh nữ quá đáng con thì đưa nào cũng chính tháng mười ngày mang nặn đẻ đau mà đứa thương đứa nghét tối cho bé an quá;0
Giá đình kì kục;0
Tôi nghe chuyện nầy tự nhiện nước mắt tôi rơi...bà mẹ quá ác...trời đất kh dung...;0
Tức thag cha thì ít tức con mẹ thì nhiều. Là mẹ cũng từng là con gái lại là một người mẹ mà tàn nhẫn độc ác vs chính con gái ruột của mình;0
Gặp tui cho bịt thuốc chuột là xong đời 3 kẻ đó😂;1
Nghe truyện bức xúc quá ;0
mình học ngu thì chịu mà nói người khác;0
.;0
Dạ xin cảm ơn aHuy truyện hay quá;0
Trọng nam khinh nữ đến tận bây giờ tui cũng được chứng kiến của một gia đình hiện tại ;0
thương em;0
Lúc xưa là vậy đó bạn . Trọng Nam khinh nữ . C;0
thật thương cho những đứa con bị cha mẹ hất hủi.đứa thương đứa nghét.;0
hay qua;0
Trọng nam khinh nữ là thời phong kiến;0
truyen hay khuc đầu;0
tác giả viết chuyện hợp lý 1 chút đi. trọng nam kinh nữ chỉ thời xưa thôi. mà cũng không cha mẹ nào như vậy cả;0
Má nghe mà tức;0
Khải cũng là 1 nạn nhân;0
Nghe cốt truyện nó nhạt nhạt sao á   K thấm nổi;0
Truyện hay quá ;0
Sao lại có loại cha mẹ như vợ chồng ông bà này;0
Ủa cũng ngộ nếu vậy thì đẻ 1 đứa thôi mắc gì đẻ ra rồi đối xử vậy nhỉ;0
tác giả đã phải trải qua những gì để viết ra câu chuyện nặng trĩu tâm lí như vầy...😢;0
Nhà có đứa gái cưng như cục vàng;0
Đừng gây áp lực cho con cái. Cách giáo dục như này;0
Thiệt cái j cái chứ trọng nam khinh nữ là ko chập nhận dc hazzzz;0
Cái giống này nó sống thua súc vật nữa trời;0
Truyện hay thật. Vừa ám ảnh vừa thê lương;0
cuộc đời này những chuyện như vậy đều có đó là sự thật đã số những người mang tư tương trọng nam khinh nư .;0
Nghe loại truyện này thật sự là bức xúc.;0
Trọng nam khinh nữ từ xa xưa đến nay vẫn còn tồn tại k ít trong nhiều gia đình VN.bame trong câu chuyện này quá là tàn nhẫn và đáng khinh ...k phải bame nào cũng đáng kính rẩt đúng cho câu chuyện này;0
Tội cho cô bé ăn quá cha mẹ cô bé thật là độc ác giá như cô bé đầu thai vào làm con gái nhà khác chắc sẽ không bị đối xử như vậy bị suy yếu của bé là con một chắc chắn sẽ được ba mẹ yêu thương hương 🥲😭;0
Lo cho thằng con trai rồi cho nó có sức khỏe rồi nó quậy banh xác;0
Mẹ ruột mà ác đứa thương giữ dô ;0
Cám ơn Huy nghe Huy đọc truyện quá hấp dẫn và hay ngày nào chị cũng nghe . Và không quên bấm like cho Huy .;0
hay;0
Đang ăn cơm mà rít thuốc lào;0
truyện hay quá a Huy ơi;0
trọng nam khinh nữ cái định kiến cỗ hữu vô lý ;0
Cảm ơn em trai va tác giả;0
Mình đồng cảm voi con bé an. Dung bao gio cha mẹ nói voi con cái khi nó bn mà nói may đi chết đi.;0
Gia đình địa ngục thương An. ;0
Nghe tới phúc 53 mà tức thở ko nổi...ko có cái lý do gì mà cha mẹ đói xử với con cái như vậy. Cái suy nghỉ cổ xuy trong nam khi nữ thật quá bất công mà....tức muốn na thơ.;0
toi nghiep cho An qua. thuong cho co be . mot cau truyen that cam dong❤;0
Truyện hay quá;0
Quãng cáo quá nhiều;0
Truyện dù có hư cấu cũng hư cấu vừa phải thôi. Nghe đến lúc mắng con gái học giỏi là hại anh mình;0
Có thể An là con nuôi…?!!;0
Cha mẹ và anh toàn là những người ác quá làm sao con nhỏ sống cho nổi. Cho 3 người đó chết hết cho vừa;1
Cái này không phải truyện mà là kịch bản phim mà❤;0
Tao mà là con An là cả đình chớt moẹ với tao .;1
con quỷ thực sự lại chính là những con người còn đang sống kia chứ ko phải An. Em có nghe 1 câu chuyện tương tự về việc người mẹ bỏ mặc để cho con gái mình chết đói;0
Này thì Hà Nội nghìn năm văn hiến;1
Nghe mà cay thế nhỉ;0
Tôi cũng bị đòn roi như vậy hồi còn nhỏ vì sự bất công trong gia đình 😪;0
Quảng cáo hoài;0
Mến chào cả nhà nghe truyện. chào Anh Huy MC Đất Đồng Radio 🤗🤗🤗;0
Nhà bạn mình ở Quảng Ninh cũng như thế. Bố thì gia trường;0
Câu chuyện ma tâm linh rất hay;0
Loại mẹ như vậy có chết tao cũng chả khóc;0
Gia dinh nhu the tot nhat thi k cần;0
T Quảng Ninh đây nhưng từ bố mẹ đến e trai đều chiều (em trai kém 5 tuổi) với lí do sau này con gái phải đi lấy ck;0
Hi mình Bến Tre nè;0
Khi mới biết kênh kể chuyện nguyển Huy tôi rất thích nghe  mỗi khi mệt mỏi tôi luôn mong trời mau tối để đến giờ được nghe  nhưng giờ đây nhìn thấy kênh này không muốn nghe nữa vì quãng cáo quá nhiều làm rất chán khi thấy kênh này;0
Dòng thứ con ngu xuẩn;0
Nghe bức xúc quá;0
nổi da gà r;0
Câu chuyện giống như gd tôi trọng nam khinh nữ nghe câu chuyện mà câm phẩn;0
Tôi nghe mà tôi tức.;0
Chuyện hay thương an quá;0
Kk chào Nguyễn Huy êkip cùng mọi người xem kênh vui vẻ và an lành;0
Cau chuyen nghe that xot xa;0
hay;0
Loại mẹ này chết đi cho rồi sống để làm gì. Phân biệt đối sử trọng nam khinh nữ như vậy chỉ làm hỏng con;0
Tui nói thật với Nguyễn Huy là từ trước đến h chưa bao h tui nghe câu chuyện nào mà khóc như câu chuyện này cuộc sống của tui cũng từng là như vậy đó mà tui uống thuốc 15 viên mà mạng của tui lớn hay sao tui chỉ có mơ màng 1 ngày là hết rồi từ đó tui nghĩ học đi làm cố gắng sống nên tui có thể hiểu cảm giác của bé cảm ơn cậu đã cho tui nhớ lại chuyện mà tui đã cất giữ trong lòng của mình;0
